Mid,tt1375666,tt0816692,tt1345836,tt1853728,tt0848228,tt0993846,tt1130884,tt2015381,tt7286456,tt1431045,tt1392190,tt2267998,tt2488496,tt1392170,tt4154756,tt4154796,tt1454468,tt1201607,tt1675434,tt3659388,tt0435761,tt0903624,tt1300854,tt0800369,tt2395427,tt0458339,tt1843866,tt1228705,tt2582802,tt2278388,tt1663202,tt0947798,tt0770828,tt2084970,tt0892769,tt3498820,tt1045658,tt1877832,tt3315342,tt1270798,tt2024544,tt1504320,tt1074638,tt1825683,tt1285016,tt2975590,tt2096673,tt1951264,tt1392214,tt1386697,tt0816711,tt1170358,tt1211837,tt1631867,tt1981115,tt1670345,tt2543164,tt3501632,tt2802144,tt0454876
tt1375666,1.0000000000000004,0.26111051728101115,0.37828384547677674,0.2341912271525595,0.307205485180092,0.2391559573912378,0.21962777182077708,0.25735253194279323,0.24117990407072687,0.3047378046094391,0.3214736081930143,0.1941140949163799,0.27417143867868793,0.24475479880874523,0.29206150162831895,0.2967810541991154,0.20307648236658382,0.20532028304976346,0.15904947207992187,0.16043077852646664,0.2007445214171686,0.14344224837256137,0.30915313355915963,0.2669280600934836,0.29610631957697564,0.33698359758572216,0.29996036407589366,0.26814601440898356,0.12868499935823546,0.21393722953256036,0.27324269748525837,0.18558837570207187,0.2889671312653366,0.12538063783970843,0.1839538161081327,0.3583972484298519,0.17122841712410392,0.3118078656674125,0.3524110503192215,0.2826311250533309,0.1226598060640591,0.15947206450467066,0.3161732295264743,0.3131001720961959,0.16985856905162156,0.34073360736508185,0.17064556056983188,0.25461304199350593,0.2730735358609967,0.36341625700020436,0.30169790642050054,0.2574698369392268,0.2577338944157274,0.3007459247600302,0.26117690300826285,0.24251586733803657,0.23858706342744634,0.2795509669232341,0.3272212860791016,0.14886904100652532
tt0816692,0.26111051728101115,1.0000000000000007,0.24708030327555452,0.191327858364713,0.2501009725982007,0.16669943016743557,0.18530895999164265,0.2317809646025925,0.17388041140129196,0.1945605993542901,0.240915685807217,0.18138022460604739,0.240954597197582,0.19731018025833175,0.277261280709334,0.2768365005305035,0.2771417038310027,0.16983229448854814,0.10745606108344567,0.29016113299438806,0.19066760268800378,0.14963105125742104,0.23648307805583607,0.27226796913583445,0.23645765128976007,0.25003460598372246,0.20715830889262796,0.21423561312066436,0.13326500981701858,0.1693317223666536,0.17582008926458834,0.1403567878542011,0.30067426638274575,0.1579091164001554,0.18583828233652427,0.23365503609190932,0.16243480664990384,0.26877537579062893,0.25053345965431173,0.2133870820343124,0.10761157753830261,0.13783490567186518,0.1678323617680737,0.22139986830563327,0.14564699403814818,0.28450221098264683,0.15198278295876128,0.1813740344715949,0.20230537469525153,0.24929203495450997,0.22351161862217636,0.21452400468428157,0.23867633271858657,0.2709806923377631,0.22077911030415498,0.15760250451281974,0.26313223298610783,0.24545677287828677,0.20412143346556966,0.14266238770336254
tt1345836,0.37828384547677674,0.24708030327555452,0.9999999999999987,0.2222009122699381,0.3550039487220805,0.2586228659310621,0.21416098342290676,0.28828482567283564,0.28472499749712465,0.3217376023642834,0.33965658179102604,0.22335386691170445,0.29602435492556056,0.25216009637734027,0.34458988487748365,0.32807383605817986,0.18800819470589797,0.22868032500187965,0.12622982029448596,0.18663625434750084,0.21552920661866015,0.1683379403218903,0.39214043019820155,0.2825474702064874,0.3273817018941495,0.37830768113701796,0.37716076399390785,0.34229551374459755,0.10476665619192564,0.2223517450065609,0.2751976610012249,0.15258159383752068,0.3451565761069073,0.1361638214303081,0.1808823464753659,0.4264981694617554,0.16289399458817286,0.3239564307898911,0.37569578421829253,0.3276726580046171,0.10615245553219023,0.14025726600115285,0.333331418191359,0.3470533646485658,0.18042548309138876,0.4677805578438161,0.1540425034091381,0.26400328518218874,0.2568010797462483,0.4169063617250115,0.30303317469958,0.26574937186635655,0.2710298635030993,0.27507695882310335,0.27657112272532747,0.2765840559771163,0.2338441503584704,0.3313871080378297,0.3362814695332994,0.13424545507051966
tt1853728,0.2341912271525595,0.191327858364713,0.2222009122699381,1.000000000000001,0.20565176597026624,0.2046616420387775,0.21939110747917848,0.21567544684266232,0.20357197945821184,0.22492947755876908,0.2537857319968939,0.20790869052433913,0.22818598239827237,0.22259584229630125,0.21918862162502922,0.2024654837124124,0.13914739801120557,0.16060596168643,0.12383939822892702,0.12876876074585603,0.15930992334826335,0.15794854414759352,0.2148527784402423,0.19005019698565834,0.22452844982649056,0.23997308576500853,0.1981484809753043,0.18597597795918616,0.11420298157578246,0.22816940343015826,0.2892709559399513,0.1572762171239908,0.21374030402720529,0.12072847944878282,0.16196469125960566,0.22818802677327432,0.227739387682595,0.17341458937422843,0.2548235957188128,0.19810322142446335,0.21566554640687685,0.19586092888589024,0.21629713683555685,0.22225650330526767,0.15762208124782012,0.24285753994175296,0.1649185812409404,0.19724878602641627,0.20669613927513686,0.26246422816817183,0.19169286660673357,0.2468059769206114,0.16758236589694897,0.19566686724590823,0.1914768745757658,0.15676523261441944,0.15248869582290345,0.23194513186954724,0.22438731255730185,0.16810223724982595
tt0848228,0.307205485180092,0.2501009725982007,0.3550039487220805,0.20565176597026624,1.0,0.18407873624935484,0.18100354692443837,0.36929299082648054,0.2149640021392283,0.32342696846499264,0.3062873406172833,0.177889217504606,0.35089489200612944,0.24576913011575746,0.5031696038499083,0.45164186451241695,0.1912720043192514,0.2271808795686118,0.1215392619209382,0.21069601111243524,0.22907235687441996,0.20964445332912607,0.37214557540773485,0.45545652600666164,0.5486939866013505,0.4062077910077031,0.47087366119824536,0.456834949608517,0.12902442951631016,0.16533451109077388,0.22292414410898792,0.14202536601226703,0.40978401657614627,0.12753988089998197,0.19801246280157875,0.45098583528274605,0.1435742731938659,0.34909491522717623,0.303187833712202,0.3492845147731042,0.10944929150096844,0.14081459477393293,0.2727464898454711,0.3741465230227382,0.16220700351360093,0.43535638208470645,0.1607262348549762,0.2490364051154761,0.20004464079189563,0.3905633900866974,0.29363276341535754,0.2996792072758291,0.3552036999112776,0.3119732928757731,0.45225262173337066,0.22040415094652901,0.21817322124442806,0.43590970129526513,0.34833076141978825,0.13393723796832896
tt0993846,0.2391559573912378,0.16669943016743557,0.2586228659310621,0.2046616420387775,0.18407873624935484,0.9999999999999986,0.18909104414220812,0.19224508651763456,0.24155756495043243,0.23997027538978155,0.1813178615359175,0.2509380660154618,0.16893848831213043,0.1785062452792623,0.1853260048473105,0.20177292186167353,0.13994950228317776,0.15017110866360123,0.14640898620076062,0.16049702817964887,0.19388350238883545,0.1277568058589068,0.2521030913763539,0.19012453695598436,0.19166393474629162,0.22846619436586169,0.18846241945337558,0.21077600300067226,0.1399801798548631,0.2636932552063636,0.18637877226399144,0.20971707279884738,0.20499514254093623,0.14213139551936893,0.16454768168893905,0.23142466010149143,0.23521450524492077,0.1955722358561769,0.2418979957362371,0.19890399868101707,0.1412703335141913,0.2030885469545845,0.214123902400857,0.21672251022461125,0.22511739989383112,0.21941773016267002,0.15655329777964544,0.1826766774667571,0.20172656986843462,0.23176843433179714,0.19769881352901963,0.1637005742299944,0.1781174142247649,0.1851587392920055,0.1888274679150453,0.2304701652580257,0.15954505885091855,0.18162622498116798,0.24577563922123402,0.17854597697539124
tt1130884,0.21962777182077708,0.18530895999164265,0.21416098342290676,0.21939110747917848,0.18100354692443837,0.18909104414220812,1.0000000000000009,0.1886164484846323,0.23143183231738673,0.20039487620866175,0.20875270667268617,0.2268182638848641,0.18776660304931064,0.21690789154481122,0.18585880094654728,0.20515050834475024,0.13371567724017885,0.14861330693039582,0.11952566752381305,0.13384357995590343,0.15376063840498244,0.12881293475570557,0.20637866490496726,0.19556473637443725,0.19722016045888088,0.21785702247802496,0.20941904967238334,0.1691421833620184,0.11022491873564878,0.20915041796695305,0.21223850784567558,0.19427407267185393,0.19397890989005234,0.10499884836070789,0.15614865902244188,0.2078993880091921,0.1663400396779277,0.19426827545810085,0.2274733912060058,0.21510296910968463,0.14175139485707094,0.17507869035635673,0.1946440985181338,0.18171357298916507,0.14937807642791576,0.20964412097613377,0.16570414087335056,0.2175237929661047,0.24789473319406993,0.23632788620977396,0.19103115189321856,0.2052261453118428,0.16838061398253068,0.19922758808263388,0.18466055366761058,0.19335950369265922,0.19634867185742744,0.17447025156426266,0.21060365172579065,0.13842025070117453
tt2015381,0.25735253194279323,0.2317809646025925,0.28828482567283564,0.21567544684266232,0.36929299082648054,0.19224508651763456,0.1886164484846323,0.9999999999999989,0.22423965710722527,0.2976011070228628,0.29981013626085,0.17283578926358192,0.356934316323969,0.25459263537974997,0.4016797800259358,0.35360381024361315,0.18960031249252762,0.21385138805006976,0.12167779266014292,0.1698764089894183,0.2315327497811594,0.20473348965403032,0.30063913810874476,0.3349521176236167,0.3520816090435512,0.3199131382536211,0.3235286665584988,0.29646004014588334,0.10168993078190043,0.20543094766955516,0.23406497667888598,0.16460908194354953,0.30992071567986895,0.12073940995006359,0.20382299234334786,0.32454369398543054,0.1728628974703181,0.29486530001373573,0.2732040429148176,0.29196802124190707,0.1308801057977034,0.16501918132997512,0.23962177098987175,0.32273862257941915,0.1594258255701237,0.32439306536135637,0.15832652688112855,0.2585062468230946,0.20504104862798656,0.33322373903868446,0.22596771880151917,0.2829143342312474,0.3009568273297949,0.25061358812733225,0.3716629359265221,0.20485844972133177,0.2074097916966676,0.3778284915084296,0.2864884500788553,0.15202966195509557
tt7286456,0.24117990407072687,0.17388041140129196,0.28472499749712465,0.20357197945821184,0.2149640021392283,0.24155756495043243,0.23143183231738673,0.22423965710722527,0.9999999999999984,0.23093511183779852,0.20476140501302206,0.2495630174898133,0.2068476935025354,0.18817941695032447,0.22269966704152222,0.2001639440523547,0.14963279144172947,0.15664009246335145,0.14907612671786588,0.14490278734532167,0.19177504623025315,0.14072740792438865,0.23155691867042594,0.19916317624611882,0.1976777595901517,0.2317658292547382,0.20663953829174397,0.19767168541890082,0.14247506904418508,0.21635196796440365,0.1946557741932039,0.20534111129906113,0.22287485864129913,0.13136434741522232,0.13594012801336838,0.25119757158237516,0.20935050699814797,0.1948371085884725,0.2604284287614873,0.18698519596775148,0.11661857142355325,0.16024101412917563,0.20550438416773398,0.2379467980145773,0.17259532664586683,0.2736994516389986,0.17181580873588487,0.19458933197049721,0.25395086365140873,0.27072904498724487,0.18893108790069704,0.1815020473156458,0.1917077627685192,0.17069076819167656,0.20142039479307078,0.1921429066294652,0.1799273430961531,0.21461939835776406,0.24321281482605045,0.14248757174487592
tt1431045,0.3047378046094391,0.1945605993542901,0.3217376023642834,0.22492947755876908,0.32342696846499264,0.23997027538978155,0.20039487620866175,0.2976011070228628,0.23093511183779852,0.9999999999999996,0.3221455822976689,0.24224634660244088,0.2715663779401008,0.25335499145693086,0.32260699785346186,0.28272428320649934,0.16401532614520128,0.2083396101062775,0.14437467787555813,0.17805723290615907,0.2001368443197385,0.18462830055117058,0.342749655516248,0.2920069607869915,0.3016789201196022,0.3564542007118118,0.3387773141872447,0.3074659019885832,0.14461794755166052,0.21840856736542613,0.2665528701496458,0.18280625909044065,0.2868234926994547,0.13520118544919105,0.17438431551352773,0.35792977384665325,0.17840453369399772,0.31882523311828137,0.39988148195342665,0.3135785170675144,0.14458362502891495,0.15542796309515938,0.2647108517708127,0.3283568027465996,0.1878593736858909,0.36603186934858756,0.15314956488538,0.22338122276509953,0.2432879057036753,0.38002938774658646,0.2619312781584837,0.2864915803611061,0.30810260582116966,0.2595765338587334,0.28829970033010566,0.21351448843617277,0.20174632786940466,0.32721174402587444,0.3307979795392819,0.14191456997282315
tt1392190,0.3214736081930143,0.240915685807217,0.33965658179102604,0.2537857319968939,0.3062873406172833,0.1813178615359175,0.20875270667268617,0.29981013626085,0.20476140501302206,0.3221455822976689,0.9999999999999998,0.17588922986201547,0.2943197310310807,0.2558816228888091,0.2982707932954486,0.2674158764919512,0.1717794270356906,0.21909573091281864,0.13380065468986946,0.1663493512767029,0.17812865535052325,0.16924913058608854,0.30023024526217007,0.28880922189254,0.3153734129388419,0.3205646912228966,0.3373845997724678,0.2657719914923411,0.11191105744482999,0.1877020953829867,0.28132786665530335,0.18762417992011093,0.26596160901149135,0.10140479656031864,0.20808021268866117,0.3418896192949633,0.14290234175602337,0.28467635626581644,0.362248370722263,0.27999160784397614,0.14057282997419007,0.12608339231775414,0.2880067005036353,0.31034918092281893,0.11986281287243576,0.35330386764907107,0.15953694425938308,0.25639060118890905,0.20973903515476153,0.3365644182954063,0.2794597436445386,0.29952546666301944,0.2731371971620075,0.2991987678520357,0.2874775416942984,0.19411156017843129,0.18253942574985832,0.3349540622270073,0.28451136226485707,0.14975328752282077
tt2267998,0.1941140949163799,0.18138022460604739,0.22335386691170445,0.20790869052433913,0.177889217504606,0.2509380660154618,0.2268182638848641,0.17283578926358192,0.2495630174898133,0.24224634660244088,0.17588922986201547,0.9999999999999997,0.17626236935755263,0.2052803956323076,0.1804513244439283,0.19981407148147123,0.13819432242478458,0.14588954991469633,0.14348970205504685,0.17860049270284545,0.19777343330994857,0.1399733560027978,0.2251539207758722,0.18874846798798828,0.1915834437127369,0.1840265104313084,0.1653708265767087,0.18277817411949837,0.1377252087747761,0.2373124036245567,0.18589328657370618,0.18789151473668855,0.20910800894691195,0.16884097551682248,0.17018027772828284,0.20144451261255295,0.25674430922199515,0.19710400929164545,0.2203269105671314,0.17742303340783433,0.17324059155895172,0.1750674598976356,0.1859813191197235,0.189777557687174,0.2117927470973969,0.22620464793530026,0.17743807100880388,0.17439677836851822,0.2704174442464052,0.21974792725966147,0.19234256555522128,0.1777087412186722,0.14979107516797105,0.18639496673894235,0.1784025670782344,0.1992851014500185,0.18987039096044178,0.17276733591449248,0.19790445532217754,0.17128722392860624
tt2488496,0.27417143867868793,0.240954597197582,0.29602435492556056,0.22818598239827237,0.35089489200612944,0.16893848831213043,0.18776660304931064,0.356934316323969,0.2068476935025354,0.2715663779401008,0.2943197310310807,0.17626236935755263,0.9999999999999989,0.24574636481872847,0.3737792268988364,0.3090680081589867,0.2164193247914682,0.22065167548584136,0.11072551465189373,0.18504537000090027,0.21713401546978117,0.21366225709840006,0.28771542189885835,0.3046215902746905,0.3229551429060564,0.3074340958163883,0.3126453366773453,0.2767990050394843,0.10460001594616689,0.17607259778472445,0.26148372041290535,0.1336128557096426,0.3111827655351805,0.11509014444781276,0.22789323338062528,0.326401892197982,0.1484555948124921,0.27707483489080076,0.29105890248416155,0.26568783594062306,0.1220043894704436,0.1471011169905609,0.2459747562574888,0.3214879517589503,0.14012201976031885,0.32171595431316324,0.15105110207805356,0.25777491755679205,0.22026155661530478,0.3340364681345541,0.2497857233184223,0.3145902120800093,0.26263998025468355,0.2669920808262053,0.32363235608899366,0.18187223397925212,0.1938653101066696,0.36478459490844617,0.26380088849383876,0.1359709053390531
tt1392170,0.24475479880874523,0.19731018025833175,0.25216009637734027,0.22259584229630125,0.24576913011575746,0.1785062452792623,0.21690789154481122,0.25459263537974997,0.18817941695032447,0.25335499145693086,0.2558816228888091,0.2052803956323076,0.24574636481872847,1.0000000000000004,0.270015618653486,0.250136371376647,0.18397377465490633,0.23624573284998776,0.15242244376396566,0.1377219446414666,0.20915181591524967,0.21773273969439302,0.22298268039774982,0.23142008741946118,0.2433967056964097,0.24775399002603452,0.21805974568232206,0.220316831259335,0.14056187114809382,0.23940793414456957,0.25194065444468006,0.18590847000471356,0.2217143785278357,0.1386872685414904,0.23459425548464655,0.2491870238309218,0.19562309521803387,0.23462584604437328,0.2531249279322807,0.26008203148155606,0.12387328029906428,0.17099691139618156,0.2184553382997842,0.24753386197873198,0.16509225453842274,0.2537646157217097,0.1989233447807515,0.4144943448573509,0.22831050228310507,0.2629419000804143,0.22701841209878143,0.31423382487643725,0.22459597605108894,0.2293602112765954,0.23810074745481435,0.15847446245733587,0.19085896811149022,0.2664477920814864,0.26353659470365776,0.18809224740962904
tt4154756,0.29206150162831895,0.277261280709334,0.34458988487748365,0.21918862162502922,0.5031696038499083,0.1853260048473105,0.18585880094654728,0.4016797800259358,0.22269966704152222,0.32260699785346186,0.2982707932954486,0.1804513244439283,0.3737792268988364,0.270015618653486,0.9999999999999998,0.5720643607419417,0.20788592268242934,0.2595656328472922,0.1081345494675877,0.2054034611540015,0.2307908860248285,0.22886689105220145,0.3668019851500741,0.3817575393536853,0.4507247387585312,0.3848409594917933,0.39276472639582705,0.35523075181475205,0.1257834178072224,0.19017773161940799,0.2552881584900202,0.1500870810600696,0.37491514877139936,0.12937681524866285,0.2230377442829269,0.4566986162214359,0.16245797337306536,0.3356538744601041,0.31859074443172763,0.3228641955598618,0.10838220194968973,0.15182140789181242,0.24561947356441383,0.3987379675484363,0.1622892252804864,0.39797869637989924,0.16495029330377378,0.25262323241530205,0.2020975796056766,0.38792142755713654,0.26189885399503077,0.3222808735318055,0.3771328278978349,0.3045401531684817,0.4063907413865191,0.1916387939599583,0.23332980327877417,0.47313695426640906,0.3154308701382603,0.15648887758224425
tt4154796,0.2967810541991154,0.2768365005305035,0.32807383605817986,0.2024654837124124,0.45164186451241695,0.20177292186167353,0.20515050834475024,0.35360381024361315,0.2001639440523547,0.28272428320649934,0.2674158764919512,0.19981407148147123,0.3090680081589867,0.250136371376647,0.5720643607419417,0.9999999999999993,0.17777420979985034,0.2508295896335196,0.12152881944161545,0.19118336169288164,0.20100540894163266,0.20030971026780614,0.34898331191478793,0.3944565226881299,0.43408379659124213,0.36106856580969493,0.3701113796875015,0.3464763544491682,0.10206575152279279,0.2023144143914593,0.24073609559457837,0.16105229079659208,0.3310643691442758,0.1378189549912823,0.21249958081974285,0.4323103197734823,0.17214790059071963,0.32901281715838304,0.3166316502540053,0.3085343843520312,0.11671416602944823,0.15857043022808712,0.25428642070403146,0.34811101525160537,0.1398954877594161,0.36758807867116033,0.17397966904307635,0.25140304901806054,0.20040165426082243,0.35153431168158644,0.24435723873059023,0.2891275682523693,0.3426159098321426,0.27920714413628883,0.3777458077453869,0.18153158709964706,0.22781560291303538,0.3964588243565496,0.29579201778019604,0.14943331343760238
tt1454468,0.20307648236658382,0.2771417038310027,0.18800819470589797,0.13914739801120557,0.1912720043192514,0.13994950228317776,0.13371567724017885,0.18960031249252762,0.14963279144172947,0.16401532614520128,0.1717794270356906,0.13819432242478458,0.2164193247914682,0.18397377465490633,0.20788592268242934,0.17777420979985034,0.9999999999999994,0.1515810965344969,0.11633488075624689,0.27289438504241903,0.18994791754324697,0.13274917472791065,0.17763441979891198,0.17015604956442254,0.19435472839509552,0.17977409462879124,0.17182239058226378,0.16168709791669494,0.09902992548511534,0.1281381950813684,0.18935832092934093,0.1348980368607148,0.2009031634579581,0.10842731593361313,0.15672958791261007,0.17527450495976915,0.11831119063393117,0.18420895140244903,0.1865226723502198,0.17178314423435395,0.14919717831525295,0.13077584799054634,0.1453903212792692,0.16863648457383212,0.12663031994852775,0.1915548758027216,0.15849990078666693,0.19711574007388794,0.1688939570602419,0.18525021443719727,0.2039248675269248,0.1966264936493834,0.17236246700050228,0.19996878600492346,0.17973096437235175,0.12053110633971911,0.24866943195690588,0.18756584211766222,0.16262995102932795,0.1623326606221417
tt1201607,0.20532028304976346,0.16983229448854814,0.22868032500187965,0.16060596168643,0.2271808795686118,0.15017110866360123,0.14861330693039582,0.21385138805006976,0.15664009246335145,0.2083396101062775,0.21909573091281864,0.14588954991469633,0.22065167548584136,0.23624573284998776,0.2595656328472922,0.2508295896335196,0.1515810965344969,0.9999999999999992,0.13351964906035302,0.11310210414849792,0.20826242698861866,0.21732265903642323,0.2298101400832949,0.2474239937507574,0.24702321413875877,0.23212123141881702,0.23185931350442068,0.21931142984032054,0.1339038479328212,0.16067800302855995,0.17979115993287698,0.13676201216763614,0.19682659100280586,0.14504162028443862,0.2391604789409162,0.26311004617346784,0.12077975985147486,0.20504379171309756,0.1866633482366393,0.21425597454174497,0.12925578999867796,0.1374722838137472,0.22514417625201155,0.21632434147049057,0.16531959880300104,0.23765415092273423,0.17114202933816614,0.22330065001688398,0.1462473584309448,0.21593713511176182,0.1588430489609171,0.2631046468804777,0.2529546703599275,0.20116706096242193,0.2525216901794902,0.1372436089324114,0.1417102242049731,0.24703208256785547,0.2009439857559645,0.15323222438761946
tt1675434,0.15904947207992187,0.10745606108344567,0.12622982029448596,0.12383939822892702,0.1215392619209382,0.14640898620076062,0.11952566752381305,0.12167779266014292,0.14907612671786588,0.14437467787555813,0.13380065468986946,0.14348970205504685,0.11072551465189373,0.15242244376396566,0.1081345494675877,0.12152881944161545,0.11633488075624689,0.13351964906035302,1.0000000000000004,0.10972811067093995,0.12928880309230897,0.10353320546281726,0.13636537555154002,0.1101246705366947,0.11856952800451914,0.14495421792115026,0.1277008184532491,0.13536514593923654,0.13902304219833353,0.16228072398111365,0.1321096791151899,0.15538580296422905,0.11145584842613239,0.15956389477545632,0.12801433840889764,0.14403448022027227,0.16434269660796205,0.10836634941090525,0.13539541844886943,0.12057878056994273,0.18918089802399418,0.18692750868449418,0.1261746356565458,0.13857958638845422,0.18567070390199455,0.14264138305277102,0.18269233545518515,0.12708654161242805,0.15580960918094267,0.13523291158154369,0.14145584230737818,0.09814537508969584,0.10789519543825211,0.1293040695899531,0.11774704616015746,0.1389282214241796,0.12024358671313144,0.10402531660118747,0.13413086882496048,0.13766447197996431
